title,rating
The Sacred Lies of Minnow Bly,3.97
Life on the Refrigerator Door,3.66
Knights' Sinner,4.29
Breathe,4.35
The Red Carpet: Bangalore Stories,3.36
Aliens,3.63
The Prescribed Burn,4.29
The Hook Up,4.01
Hattie Big Sky,3.97
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4.07
Feisty & Feminine: A Rallying Cry for Conservative Women,4.0
Assault On Utopia: Part 1,4.8
Unravelled: Life as a Mother,3.36
Extreme Measures,3.94
Females of Valor,5.0
Just Take My Heart,3.77
Avengers: The Children's Crusade,4.25
War,4.23
Georgia Pine,4.27
Zeke's Past Returns,4.2
The Vampire's Assistant,4.12
The Four Chambered Heart,3.81
The Promise,3.9
Prisoner of the Inquisition,3.74
The Plague,4.01
Under the Hawthorn Tree,3.59
The Weavers of Saramyr,3.77
An Unexpected Blessing,4.15
Grim Reaper: End of Days,3.55
The Invitation,3.85
The Opal Deception,4.04
The Coffin Club,4.06
The Collector's Wife,3.71
Through the Darkness,3.78
The Good War: An Oral History of World War II,4.27
If Forever Comes,4.07
The Price of Trust,4.06
Leah's Story,4.6
The Rig Veda,3.94
Sign of Seven trilogy,4.45
Untainted,4.27
The Spider Stone,3.76
My Butterfly,4.21
"Born Palestinian, Born Black: The Gaza Suite",4.35
Ride the River,4.09
Allan Quatermain,3.88
"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",4.15
The Eensy Weensy Spider Freaks Out! (Big Time!),3.57
Coming Home,4.31
Queen of Angels,3.59
The Manufactured Identity,3.51
Red Harvest,3.47
Ascension,3.77
Memory Man,4.07
Z. Raptor,4.09
The City of Worms,4.21
Pulling His Trigger,3.94
The Edge of the Earth,3.6
Tidal Mist,4.24
The Night's Dawn Trilogy,4.54
Fair Game,4.34
Dead Poets Society,4.21
Christ and Culture,3.92
Us,4.36
The Kite Rider,3.53
"Three Screenplays: Viridiana, The Exterminating Angel, Simon of the Desert",4.23
The One You Love,3.43
The Only Boy for Me,3.83
A Corner of a Foreign Field: The Indian History of a British Sport,4.23
A Step from Heaven,3.8
Samuel II,5.0
Tempted Champions,4.19
Tess of the D'Urbervilles,3.8
The Doré Illustrations for Dante's Divine Comedy,4.29
My Brother and His Brother,3.72
If Tomorrow Comes,4.04
Supernova,4.42
Called to Life,4.46
A Crystal of Time,4.49
I Surrender,3.97
The Darkest Night,4.07
Earthly Powers,4.58
Salaam Brick Lane: A Year in the New East End,3.99
"From Baghdad, With Love: A Marine, the War, and a Dog Named Lava",4.11
Vacations from Hell,3.5
Return to Stantasyland,5.0
The Double Eagle,3.71
The Ghost Bride,3.77
"D.Gray-man, Vol. 10",4.44
All That Matters,4.02
Up from Slavery,4.1
Taken on Trust,4.16
The Probable Future,3.84
Deadly Choices: How the Anti-Vaccine Movement Threatens Us All,4.18
Man's Search for Himself,4.22
Lady Boss,4.14
Loving Angel,4.14
On The Intuitive Spectrum: A Deeper Look into the Amazing Value of Intuition,4.0
Under Rose-Tainted Skies,4.03
Being George Washington,4.04
Thanksgiving: : The Pilgrims' First Year in America,4.11
The Dream Songs,4.19
Your Secrets Sleep With Me,3.46
Saving Wild: Inspiration from 50 Leading Conservationists,3.91
Njal's Saga,3.97
Stasiland: Stories from Behind the Berlin Wall,4.17
"Wake Up, Sir!",3.75
Skim,3.79
Vanishing Acts,3.7
Realizing the Power of Now: An In-Depth Retreat with Eckhart Tolle,4.14
Heavy: An American Memoir,4.44
Waking Up Screaming: Haunting Tales of Terror,4.11
Columbine,4.28
Mom! What's That?,4.3
My First Summer in the Sierra,4.1
The Beet Queen,3.89
White Tigress,3.17
"xxxHolic, Vol. 4",4.28
Pray for Silence,3.99
Girl Made of Stars,4.26
The Sacred Sword,4.18
Ice-Breaker: Who Started the Second World War?,4.01
Blood Stain,3.85
Garment of Shadows,3.93
"Invincible: Ultimate Collection, Vol. 4",4.36
The Revolution Starts at Home: Confronting Intimate Violence Within Activist Communities,4.37
Mackenzie's Mission,4.09
The Earth Dwellers,4.34
The Blink of Her Eye,3.58
Legacy,4.09
Night of Stone: Death and Memory in Twentieth-Century Russia,4.15
Chemical Chaos,4.1
A Wallflower Christmas,3.88
Present Perfect,4.03
The Association of Small Bombs,3.57
Gregor and the Code of Claw,4.28
The Keeping Place,4.09
"Trump: Think Like a Billionaire: Everything You Need to Know About Success, Real Estate, and Life",3.65
Arabian Fairy Tales,4.14
Untitled,4.79
Separation Zone,4.38
The Fight,4.08
Since You've Been Gone,4.12
Friend Zone,3.76
Sexting,3.84
"Ultra Cute, Vol. 8",4.08
How Should We Then Live? The Rise and Decline of Western Thought and Culture,4.18
"Remembrance of Things Past: Volume III - The Captive, The Fugitive, & Time Regained",4.56
The High King,4.24
Orthodoxy,4.16
The Sins of The Tongue,3.0
The Blithedale Romance,3.36
Writing Degree Zero,3.88
Zombie Lover,3.8
Taming the Fire,4.11
Plain Promise,4.34
"Jane, the Fox, and Me",4.0
The Five People You Meet in Heaven,3.94
The Reckoning,4.2
Amish Forever - Volume 10 - Ava's Admirers,4.75
Rebecca The Rock 'N' Roll Fairy,3.86
Preserves,4.25
Drive: The Story of My Life,4.06
A Coffin from Hong Kong,3.83
High Five,4.18
The Ground Beneath Her Feet,3.79
The Worst Witch Strikes Again,3.97
The Jessica and Elizabeth Show,3.58
Manuscript Found in Accra,3.8
The Way Things Work,4.34
Heir to Sevenwaters,4.21
A Sexy Journey,3.58
Pyramids,3.9
Interesting Times: The Play,4.17
Animal Dreams,4.05
Selections from the Prison Notebooks,4.2
The Bar Code Rebellion,3.77
Jewel of Persia,4.34
Practically Perfect,3.75
Found Treasure,4.15
The Syringa Tree,3.77
Heal With Me & Our Journey Goes On,4.65
Talking to Strangers: What We Should Know About the People We Don’t Know,4.04
"The Clan MacRieve (Immortals After Dark, #2, #4 & #9)",4.66
Is It Just Me?,3.81
The Love That Split the World,3.65
Lake Silence,4.28
The Man with the Easel of Horn,4.0
You Wish,3.79
All the Little Lights,3.95
The Closet (Summerset Tales #1),3.67
Working for the Devil,3.8
Shadows on the Hudson,3.97
The Joy of Jesus,4.32
The Bounty Mutiny,3.9
The Ten-Year Nap,3.04
Gunfight At The Old Leake Canal,4.57
Mainspring,3.22
Seduced by the Storm,4.17
The Maze Runner Files,3.72
Goodnight Tweetheart,3.69
Binding Chaos: Mass Collaboration on a Global Scale,4.44
Rival Demons,4.37
Shoeless Joe,3.97
Phoenix Rising,3.94
The Boy Looked at Johnny: The Obituary of Rock and Roll,3.69
Dance of the Gods,4.15
Bitter Demons,4.16
Loves That Bind: A Novel,3.59
"Mister God, This is Anna",4.14
The Wolf and the Dove,4.13
Jumping Ship,4.25
When Strangers meet..,3.74
Mackenzie's Magic,3.85
"Batman, Volume 3: Death of the Family",4.33
The Doomsday Conspiracy,3.63
The Silent Soldiers: Back To School,4.83
Soul Kitchen,3.98
The Further Adventures of The Joker,3.86
The Night of the Generals,3.86
"The Abruzzo Trilogy: Fontamara, Bread and Wine, The Seed Beneath the Snow",4.14
Exit Betty,4.05
Extinct,3.61
Labyrinth: A Novel Based on the Jim Henson Film,4.2
Hobbyhorse,3.69
Holidays on Ice,3.92
Real Mermaids Don’t Wear Toe Rings,3.92
Oceans Apart,4.26
Mate Set,3.86
A Respectable Trade,3.71
Princess Charleston of the Isle of Palms,3.79
Wolf Hall / Bring Up the Bodies,4.31
Are These My Basoomas I See Before Me?,4.2
Don't Fall Off the Mountain,3.8
"""The Mmmmmhh Thing""",4.67
Tender Mercies,3.78
It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,4.09
Hour of the Olympics,3.94
Nobody's Boy,4.34
Triple Threat Trouble,4.34
Hush,4.05
Twelve,4.03
With Us,4.05
The Witches of the Glass Castle,3.85
The Motorbike Book : The Definitive Visual History,4.71
George's Secret Key to the Universe,4.01
Lost at Sea,3.73
Another Chance to Dream,4.1
HIDDEN MICKEY 3: Wolf! The Legend of Tom Sawyer's Island,4.2
Brownies and Broomsticks,3.82
The Elephant Tree,4.14
Darkness Before Dawn,3.96
The Vintner's Luck,3.87
An Illustrated History of Notable Shadowhunters and Denizens of Downworld,4.49
This Is My Brain in Love,3.93
Sleepless,3.66
The Ministry of Utmost Happiness,3.5
Come to Me Quietly,4.03
The Only One,4.41
"Thirst No. 1: The Last Vampire, Black Blood, and Red Dice",3.83
"Fables, Vol. 4: March of the Wooden Soldiers",4.29
Havoc,4.19
Twice Born,4.31
Never Cry Wolf,4.01
Knights of Dark Renown,4.09
Don't Wake Up,3.99
Spilling Open: The Art of Becoming Yourself,4.03
Sweethearts,3.63
Written in the Scars,4.27
Steelhands,3.92
Trouble in Trondheim: Bikers and Gangsters,4.0
The Lost Scrolls,4.14
"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",3.98
Madhur Jaffrey Indian Cooking,4.25
The Clue in the Old Album,3.88
In One Person,3.68
When Grandmama Fell Off the Boat: The Best of Harry Graham,4.24
They Thirst,3.9
Golf Mind Play:Outsmarting your brain to play your best golf.,4.15
Frida's Bed,3.88
God on a Harley,3.88
Have Space Suit—Will Travel,3.91
Mandy and Alecto: The Collected Smog City Book Series,4.78
Heart of the Dragon,3.93
Rock with Me,4.29
Ju-on Volume 1,3.81
616. Todo Es Infierno,3.52
World Without End,4.26
The Bar Code Tattoo,3.55
Angel Fever,4.11
The Last Wish,4.13
Attending Alaska's Birds: A Wildlife Pilot's Story,5.0
The Ever After of Ella and Micha,4.05
"God Bless You, Dr. Kevorkian",3.85
Defiance,3.67
Orion: The Fight for Vox,4.93
The Other Side of Dawn,4.22
Diving Into the Wreck,4.23
All The Wrong Reasons,3.81
Gathering Ashes,4.0
Black Dawn,4.08
Foundation and Earth,4.06
Nine Stories,4.18
A Perfect Day for Bananafish,4.32
Heaven on Earth: The Rise and Fall of Socialism,4.1
Corpalism,3.36
The Knockout Artist,3.97
The Clan of the Cave Bear,4.05
Folly's Bride,3.82
The Orton Diaries,4.1
Spellbound,4.19
The Bloody Shirt: Terror After Appomattox,3.86
Archangel's Legion,4.41
The Gladiator's Downfall,4.4
The Worst Witch,3.96
Idle Thoughts of an Idle Fellow,3.87
The Book of Strange New Things,3.66
"Out of Sight, Out of Mind",3.75
The Garden Key,4.62
The Brotherhood of Piaxia,3.88
"Today I'm Alice: Nine Personalities, One Tortured Mind",4.15
Simon the Coldheart,3.53
Dawn of Swords,3.66
Home,4.02
Kick Me: Adventures in Adolescence,3.8
Allison's Secret,4.26
"1,000 Books to Read Before You Die: A Life-Changing List",4.13
In the End,3.92
The Lost Book of Enki,4.14
Hitler's Willing Executioners: Ordinary Germans and the Holocaust,3.68
Ringworld's Children,3.75
The Professional: Part 2,4.13
Sweet Possession,4.13
Katie and the Cupcake War,4.39
Sooner or Later,4.02
Summer Boys,3.7
The Kestrel,3.99
Cadillac Desert: The American West and Its Disappearing Water,4.27
Never Never: Part Two,4.05
Where Dreams Begin,3.98
Krazy Kat: A Celebration of Sundays,4.77
The Unicorn Hunt,4.42
Promises in Death,4.41
Hamletmachine,3.72
Retribution,3.9
The Ruby in the Smoke,3.77
Black Moon,4.05
The Blind Colt,3.87
Foundryside,4.24
Bowling for Dummies,4.0
The Jackrabbit Factor: Why You Can,4.13
"The Rosicrucian cosmo-conception: or, Mystic Christianity; an elementary treatise upon man's past evolution, present constitution and future development",4.18
The Priory of the Orange Tree,4.16
The Golden Unicorn,3.82
Tarzan of the Apes,3.9
"Leonardo, the Terrible Monster",4.2
The Meursault Investigation,3.5
"Mara, Daughter of the Nile",4.23
The Magic Of Tidying Up: Understand The Secrets Of Good Life,2.75
The Secret Life of Walter Mitty,3.66
The Culture of Cities (Book 2),4.12
Homer's Odyssey,4.2
Grl2grl 2: Short Fictions,3.97
Wide Awake,3.72
The Wandering Jew,3.81
Mythology,4.0
Junky,3.84
The River Wife,3.42
Blue Highways,4.01
Mister Miracle,4.43
Toms River: A Story of Science and Salvation,4.07
Countless,3.97
Manhood Of Humanity - The Science And Art Of Human Engineering,5.0
Eyes of Prey,4.18
The Devil's Labyrinth,3.47
Forever Right Now,4.21
Hopscotch,4.23
Vampire Crush,3.85
Earth (The Book): A Visitor's Guide to the Human Race,3.91
The Strain,3.79
Songs of the Wind,4.44
What Falls Away: A Memoir,3.92
Bigger the Secrets: Greater the Passion,4.0
A Walk on the Wild Side,3.95
Ash Road,3.9
The Prophecy,3.97
Nijigahara Holograph,3.72
"Captain America, Vol. 1: The New Deal",3.93
The Bird and the Sword,4.23
The Secrets of Intercessory Prayer: Unleashing God's Power in the Lives of Those You Love,4.34
The Book of Atrix Wolfe,3.98
Immortal War,4.23
Ride the Wind,4.38
Margrave of the Marshes,3.99
Where Wizards Stay Up Late: The Origins of the Internet,3.91
The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,4.13
The Road to Wigan Pier,3.91
Knight & Day,4.16
Summerhill Secrets: Volume 1,4.18
Lisey's Story,3.68
Adulthood Is a Myth,4.12
Black and Blue,3.89
Cool It: The Skeptical Environmentalist's Guide to Global Warming,3.71
The Ship Who Won,3.95
Into the Wild Nerd Yonder,3.8
Tales of H.P. Lovecraft,4.24
The Witch of Blackbird Pond,3.98
"The Notebook, The Proof, The Third Lie: Three Novels",4.4
The Last Grain Race,4.24
The Ego and Its Own,4.09
Michael Morpurgo Classic Collection,4.56
Love's Long Journey,4.22
An Ocean Apart,3.84
The Magic Cup,3.57
Let Your Life Speak: Listening for the Voice of Vocation,4.12
Eleven,3.46
The Midwich Cuckoos,3.93
In the Shadow of Young Girls in Flower,4.4
Long Shot,4.29
The Average Joe's Guide to Play No Limit Texas Hold 'Em,3.31
The Urth of the New Sun,4.0
"Onyx Webb: Book Six: Episodes 16, 17, 18",4.78
Deep Desires,3.63
All That Mullarkey,3.93
Grandpa's Ghost Stories,4.5
Mirrorshades: The Cyberpunk Anthology,3.96
Flying Fish,3.69
The Potted Quiz: Volume Eight,4.56
Conjuring Darkness,3.76
Follyfoot,3.79
The Voice,4.04
Phineas Finn,3.98
Thanks for the Memories,3.7
101 Best Jokes,2.94
The Judging,3.67
Light in my Darkness,4.17
Stone Cold Touch,4.29
Growing in Grace with Study Guide,4.35
"Reconciliation: Islam, Democracy, and the West",3.8
The Angry Tide,4.39
The Bone People,4.05
The Lake House,3.8
The Savior's Champion,3.9
Just Six Numbers: The Deep Forces That Shape the Universe,3.94
Borderlands/La Frontera: The New Mestiza,4.31
When Pride Still Mattered: A Life Of Vince Lombardi,4.2
Beyond Tuesday Morning,4.38
The Blue Zone,3.82
Red Leaves,3.78
Whispers of Winter,4.15
No Ordinary Genius: The Illustrated Richard Feynman,4.32
When It Rains In Ocala,4.34
How the Light Gets In,3.42
Do They Hear You When You Cry,4.22
"To Green Angel Tower, Part 2",4.21
Haunted Places in England,4.5
Branded,3.71
Occidis,4.45
Lunch Walks Among Us,4.09
The Phantom of the Opera,3.96
Watch Your Back,4.25
The Shop on Blossom Street,4.05
Skin Game,3.71
Ava's Admirers,4.54
Plastic Confidence,4.37
Women of the Silk,3.94
Attainment,3.4
Little Town in the Ozarks,4.09
Lamb in His Bosom,3.83
LZ-'75: The Lost Chronicles of Led Zeppelin's 1975 American Tour,3.53
Dirty Rowdy Thing,4.24
Mermaid Park,3.65
The Skin Map,3.73
Exit Strategy,4.4
The Witch Doesn't Burn in This One,3.78
The Works of William Wordsworth (Wordsworth Collection),4.17
All in Good Time,3.84
Zombies Don't Cry,3.53
Fuzzy Nation,4.12
Soccer in Sun and Shadow,4.19
The Half Sisters,3.83
Treason,4.36
The Queen of Zombie Hearts,4.31
Damaged Goods,4.01
Epilogue,4.27
The Broken Window,4.08
Granny Dan,3.91
"Alex, Approximately",4.0
Midnight Sins,4.06
The Alchemist,3.88
Pigs in Heaven,3.97
"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators",4.44
Siblings Without Rivalry,4.16
Misguided Angel,3.93
Falling Completely,3.95
Whiskey Lullaby,3.76
A Social Ontology,3.75
"Good Me, Bad Me",3.89
Billy the Kid and the Vampyres of Vegas,4.1
Nine Elms,4.04
"Hetalia: Axis Powers, Vol. 1",4.34
The King's Shadow,3.87
King Rat,3.54
The Rising Tide,4.12
The Last Crossing,3.85
The Snowman,4.26
Savage Thunder,3.97
Have to Have It,3.7
Doctor Who: Endgame,3.67
Intrinsical,3.78
"Yellow, Volume 02",4.13
Jude,4.22
Beyond the Blue Moon,4.11
"Bitch Planet, Vol. 1: Extraordinary Machine",4.04
The Darkest Passion,4.36
The Resurrectionist,2.81
Manhattan Transfer,3.68
Under the Eagle,4.08
Changeling,3.61
River of Earth,4.02
Lover Awakened,4.44
Iron Gold,4.23
Snow: A Retelling of Snow White and the Seven Dwarfs,3.81
Pride,4.15
Fire from Heaven,3.96
The Other Man,3.86
Mr. Penumbra's 24-Hour Bookstore,3.74
Operette Morali: Essays and Dialogues,4.4
Darkness & Light,3.72
The Best Christmas Pageant Ever,4.19
Theory of Literature,3.76
How to Steal a Dragon's Sword,4.43
Kiss of Snow,4.46
Remember Me?,3.78
Rescued,4.04
Carrie,3.96
Tempting Rever,3.99
Science: A History,4.08
Doomwyte,4.01
The Chataine's Guardian,4.46
God Is Dead,3.75
The Wandering Fire,4.11
Messed up,3.93
Thou Art That: Transforming Religious Metaphor,4.33
The Art of War,3.97
The Yiddish Policemen's Union,3.71
Rage,4.05
Remembering Blue,3.88
"Christianity mainly saw Jesus as God, others as man, and still others as teacher but never a God",5.0
Baja Oklahoma,3.93
Married To A Deadly Bitch 2,4.27
The Jordan Rules: The Inside Story of One Turbulent Season with Michael Jordan and the Chicago Bulls,4.25
A Tale of Two Cities / Great Expectations,4.0
The Teammates: A Portrait of a Friendship,4.02
Herding Cats,4.19
Arrow of God,3.82
Liberty Against the Law: Some Seventeenth-Century Controversies,3.88
Little Witch,4.2
The Charioteer,4.09
Ariel,4.21
Peak,3.99
An Accidental Affair,3.88
The Light Years,3.97
Akiko and the Missing Misp,4.06
A Vow So Bold and Deadly,4.38
Hurting Distance,3.71
A Bird in the House,3.92
Managing Bubbie,4.36
Youth and the Bright Medusa,3.96
United as One,4.31
Albert Angelo,3.89
The Passage (Beyond Two Worlds #1),3.88
Conqueror,4.44
Courage and Consequence: My Life as a Conservative in the Fight,3.75
Poems of Nazım Hikmet,4.54
Life-Span Development,3.78
Snowed In,3.81
Mile High,4.2
Vicious Moon,3.61
Black Wine,3.72
"The Oresteia: Agamemnon, The Libation Bearers, The Eumenides",4.02
Heartfire,3.7
Meditation on Space-Time,4.0
"The Puzzle Palace: Inside the National Security Agency, America's Most Secret Intelligence Organization",3.9
The Farm,3.55
Ink Witch,4.0
About Time: 12 Short Stories,4.05
Romeo's Ex: Rosaline's Story,3.59
Scar Night,3.62
Just as I Am,4.28
The Dangerous Joy of Dr. Sex and Other True Stories,3.69
Letter Perfect,4.01
Ghostly Guardian,3.72
The Sword of Waters,3.97
Music and the Ineffable,4.24
"Soldier, Lily, Peace and Pearls",4.65
The Cossacks,3.8
The Wrong Side of Kai,3.81
Rafa,3.99
A Taste for Death,4.02
Ode to Billy Joe,3.99
Mists of the Serengeti,4.46
The Art of Deceit,5.0
The Patchwork House,3.98
Inked Armor,4.24
Selp-Helf,4.28
Temporary Insanity,3.78
The Wings of the Dove,3.81
The Power,3.97
Tallowwood,4.47
George Washington: The Life of an American Patriot,3.38
Slime Time,2.94
Lost In Time,4.4
Smooth Talking Stranger,4.15
Black Howl,4.03
"Heavy Rain: Renew the Church, Transform the World",4.36
The Story Adult Curriculum Participant's Guide: Getting to the Heart of God's Story,4.3
Mary Coin,3.9
The Conqueror,3.83
The Wire in the Blood,4.19
Cross,4.01
A Tiger for Malgudi,3.92
How I Paint: Secrets of a Sunday Painter,4.32
In Too Deep,4.39
800 Leagues on the Amazon,3.67
Mother of Pearl,3.69
Sword in the Storm,4.27
"Kook: What Surfing Taught Me About Love, Life, and Catching the Perfect Wave",3.8
Out of Breath,4.31
Serpent's Kiss,3.97
So Much More,3.58
Hick,3.78
The Legend of Lyon Redmond,3.97
The Strange Library,3.56
Magus Of Stonewylde,4.0
The Sibley Guide to Birds,4.67
Akarnae,4.24
The Girl Who Could Fly,4.07
Exit Wounds - One Australian's War On Terror,4.42
Halley's Bible Handbook: With the New International Version,4.47
Jack Who?: Perfect Storms,3.64
Celebrity in Death,4.31
Breath of Angel,3.66
Shadows of Doom,3.89
A Shiver of Light,3.78
Here and Now: Letters (2008-2011),3.76
Beyond Hades,3.66
I Too Had a Love Story,3.64
Three Hills,4.23
"Black Butler, Vol. 16",4.36
The Poppy War,4.0
The Call,3.72
"The Wizard and the Witch: Seven Decades of Counterculture, Magick & Paganism: An Oral History of Oberon Zell & Morning Glory",3.82
Full Tilt,3.92
The Darkest Little Room,3.63
Possession,4.05
It,3.41
The Dialogue of Saint Catherine of Siena,4.34
Waiting is Not Easy!,4.45
The Problem of Pain,4.09
My Romance: A Novel,3.77
The Dogs of Riga,3.73
The Sinner,4.12
A Time to Kill,4.07
The Wedding of Antanasia Jessica Packwood and Lucius Valeriu Vladescu,4.01
Smoke,4.33
Healed of Cancer,4.28
Lassoing the Virgin Mail-Order Bride,3.93
Omnivore,3.49
The Girl Who Stole an Elephant,3.9
"Goodnight, and Thanks for the Vodka [2002]",4.34
Nisei Daughter,3.86
Romancing Mister Bridgerton,4.18
The God Boy,3.53
Father-Daughter Incest,4.23
The Call of Cthulhu and Other Weird Stories,4.22
Face Of Our Father,3.69
The End of The Computer,4.0
A Book of Irish Verse,3.62
The Miracle Worker: A Play,4.22
Kaguya Hime: A Tale of the Bamboo Cutter,4.0
"Candide, Zadig and Selected Stories",4.11
"Handcuffs, Kisses and Awkward Situations: Mystery Romance",4.17
Hitler's Niece,3.26
Diva NashVegas,4.07
A Brief History of Everything,3.91
Last of the Nephilim,4.29
Brainwashed,4.19
Ingratitude,3.56
D'Aulaires' Norse Gods and Giants,4.39
With You,4.5
Social Suicide,3.96
"Taking Charge of Your Fertility: The Definitive Guide to Natural Birth Control, Pregnancy Achievement, and Reproductive Health",4.53
Abuse,4.07
Fang Girl,3.8
The Ice Man: Confessions of a Mafia Contract Killer,4.14
The Book of Tomorrow,3.67
"Smart Thinking: Three Essential Keys to Solve Problems, Innovate, and Get Things Done",3.69
Champagne Toast,3.9
Marc Isambard Brunel,4.22
The Madman’s Daughter,3.66
Hallowed,4.1
Either/Or: A Fragment of Life,4.17
Deceived by the Others,3.85
The Comedy of Errors,3.74
A Blaze of Glory,4.07
All We Need of Hell,3.93
Destroy Me,3.26
The Demon's Lexicon,3.73
A Million Little Pieces,3.65
Vindicated,4.19
The Tempest,3.81
Round the Bend,4.1
The Happy Prince and Other Tales,4.14
Halflings,3.73
Any Which Wall,3.88
"Hand, Hand, Fingers, Thumb",4.23
24 Hours by Greg Iles Lesson Plans,4.13
The Road to Reality: A Complete Guide to the Laws of the Universe,4.11
Digging In,3.81
Blue,4.32
Naughty Amelia Jane!,3.87
Captain America: The Chosen,3.58
The Killing Kind,3.92
Aphrodite the Diva,4.28
The Darkling Child,3.93
The Prose Edda,4.17
The Murder on the Links,3.85
Starlight,3.56
"Greg Iles Collection: The Quiet Game, 24 Hours, Dead Sleep",4.3
Legends over Generations,4.11
Of Poseidon,4.02
Relating Revolution: All It Takes Is One Person To Change,4.37
The Annotated Brothers Grimm,4.45
The Blood Never Dried: A People's History of the British Empire,4.33
"Saga, Vol. 9",4.57
"An Introduction to the Policy Process: Theories, Concepts and Models of Public Policy Making",3.5
Blacksad,4.32
Burn For Me,3.92
Little Women (Great Illustrated Classics),4.19
Frogkisser!,3.78
One Hundred Demons,4.16
The Burying Place,4.16
"The English Bible, King James Version: The Old Testament and The New Testament and The Apocrypha",4.6
The Price Guide to the Occult,3.34
Portrait of the Artist as a Young Dog,3.97
"The Walking Dead, Vol. 10: What We Become",4.27
The Black Flamingo,4.46
The Initiate,3.71
"Opus Posthumous: Poems, Plays, Prose",4.34
"Missing Wings: Chronicles of the Aranysargas (Aranysargas, #1)",4.33
Life in Motion: An Unlikely Ballerina,3.88
Replay,4.16
The Calvin and Hobbes Tenth Anniversary Book,4.63
Hunter's Run,3.63
Stitches,4.04
Probably the World's Best Story About a Dog and the Girl Who Loved Me,3.72
Private Berlin,3.94
A Matter of Magic,3.98
When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,4.13
Dreams,4.11
Chronicles of the Black Company,4.22
A Pedagogy for Liberation: Dialogues on Transforming Education,4.18
The Tomb of Hercules,3.89
Just a Minute!: A Trickster Tale and Counting Book,4.21
Black Unicorn,3.88
Neil Patrick Harris: Choose Your Own Autobiography,3.84
The Civil War Trilogy: Gods and Generals / The Killer Angels / The Last Full Measure,4.54
The Martyring,3.71
Trouble & the Wallflower,3.77
Lucid Intervals,3.88
A Corner of the Universe,4.07
The Book of Bunny Suicides,4.05
Beware the Wild,3.75
Over and Over,4.34
Kicker,3.97
Cracks,3.42
How to Hear from God: Learn to Know His Voice and Make Right Decisions,4.25
City of Bones,3.99
Prey,4.2
Where the Flowers are Purple: How Aiden Found The Secret to Positive Thinking. (Motivational Stories for Children Collection Book 1),4.8
"Shaken, Not Stirred",4.28
More Than We Can Tell,4.32
Strange Candy,3.76
A Man of Parts,3.52
"Trust Me, I'm Lying",3.65
Girl in Hyacinth Blue,3.73
People of the Fire,3.96
Finding Forrester,3.95
The Uprising,4.64
The Secret Life of Saeed: The Pessoptimist,3.83
Blood Sisters,4.17
A Big Little Life: A Memoir of a Joyful Dog,4.22
Close to Home,4.04
Flowers in the Attic,3.82
Let Us Now Praise Famous Men,4.04
Tiger Lily,3.96
Among the Betrayed,4.07
The School at the Chalet,4.05
By Midnight,3.59
Cassandra's Sister,3.39
"Locke & Key, Vol. 6: Alpha & Omega",4.48
Sleepaway Girls,4.07
Metaphors We Live By,4.1
The Great Awakening: A Buddhist Social Theory,4.03
Unbroken Hart,4.14
The Defenders of the Dead,3.79
To the End of the Solar System: The Story of the Nuclear Rocket,4.5
Teenage Mermaid,3.67
The Hidden Girl: A True Story of the Holocaust,4.03
Five Queen's Road,4.08
The Changing of the Guard,3.93
The Friday Society,3.49
Harry Potter Collection,4.73
Rites of Spring: The Great War and the Birth of the Modern Age,4.13
Red Storm Rising,4.17
"A Generous Orthodoxy: Why I am a missional, evangelical, post/protestant, liberal/conservative, biblical, charismatic/contemplative, fundamentalist/calvinist, anabaptist/anglican, incarnational, depressed-yet-hopeful, emergent, unfinished Christian",3.66
Huntress,3.79
Public Information,4.16
The Martian Tales Trilogy,4.01
"The Lion, the Lamb, the Hunted",3.77
Tales of Edgar Allan Poe,4.26
Gone with the Wind Letters,4.44
Groot #1,4.26
"Eyeshield 21, Vol. 3: And They're Called the Devil Bats",4.25
The Seven Mysteries of Life: An Exploration of Science and Philosophy,4.39
Quests for Glory,4.25
The Wayward Bus,3.85
The Transall Saga,4.21
A Dress In Red,3.89
Mockingjay,4.04
Poison,3.99
Ambushed in Africa,4.07
Outer Dark,3.88
This Lullaby,4.02
The Riddle of the Sands,3.63
The Feminine Mystique,3.86
The Amish Midwife,4.14
The Furies,4.1
Masterpiece,3.92
East o' the Sun and West o' the Moon,4.24
Hoping for Love,4.32
The Watcher,3.7
Bobby Whitlock: A Rock 'n' Roll Autobiography,3.98
Science of Survival,4.21
Something in the Woods is Taking People,3.56
Cross Currents,3.83
Prey,4.22
The Rise of Mallory,4.33
A Place to Call Home,4.05
The Inner Reaches of Outer Space: Metaphor as Myth and as Religion (Collected Worksl),4.21
"Lifelong Love: When you know better, you do better.",3.18
The Assistant,3.97
Last Night at Chateau Marmont,3.53
Everywhere We Go,3.19
Shepherding a Child's Heart,4.22
Cronopios and Famas,4.27
Arclight,3.6
